[2026-08-13T07:56:14.736Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 14ms | Success: true | Reason: N/A
[2026-08-13T09:45:05.001Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:45:05.613Z] User: 111 | Chat: 999001 | Callback: "follow_wait_771e1e6422" | Handler: Follow-up Scheduler | Duration: 581ms | Success: true | Reason: N/A
[2026-08-13T09:45:05.634Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:45:05.650Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 15ms | Success: true | Reason: N/A
[2026-08-13T09:45:05.653Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:45:05.663Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 8ms | Success: true | Reason: N/A
[2026-08-13T09:45:05.665Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:45:05.667Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:45:05.700Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:45:05.738Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 5ms | Success: true | Reason: N/A
[2026-08-13T09:45:05.751Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 13ms | Success: true | Reason: N/A
[2026-08-13T09:45:05.755Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:45:05.873Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 5ms | Success: true | Reason: N/A
[2026-08-13T09:45:05.899Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 6ms | Success: true | Reason: N/A
[2026-08-13T09:45:05.958Z] User: 111 | Chat: 999001 | Callback: "apply_all" | Handler: Bulk Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:45:05.996Z] User: 111 | Chat: 999001 | Callback: "reject_all" | Handler: Bulk Approval Handler | Duration: 19ms | Success: true | Reason: N/A
[2026-08-13T09:45:31.219Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 6ms | Success: true | Reason: N/A
[2026-08-13T09:45:31.248Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:45:31.278Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:45:31.300Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:45:31.322Z] User: 111 | Chat: 999001 | Callback: "app_nonexistent999" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:45:31.341Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:45:31.365Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:45:31.399Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:45:31.901Z] User: 111 | Chat: 999001 | Callback: "follow_wait_771e1e6422" | Handler: Follow-up Scheduler | Duration: 471ms | Success: true | Reason: N/A
[2026-08-13T09:45:31.927Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 5ms | Success: true | Reason: N/A
[2026-08-13T09:45:31.945Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 17ms | Success: true | Reason: N/A
[2026-08-13T09:45:31.948Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:45:31.957Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 9ms | Success: true | Reason: N/A
[2026-08-13T09:45:31.959Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:45:31.962Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:45:31.990Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:45:32.026Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 6ms | Success: true | Reason: N/A
[2026-08-13T09:45:32.049Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 22ms | Success: true | Reason: N/A
[2026-08-13T09:45:32.054Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 5ms | Success: true | Reason: N/A
[2026-08-13T09:45:32.193Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 5ms | Success: true | Reason: N/A
[2026-08-13T09:45:32.217Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:45:32.265Z] User: 111 | Chat: 999001 | Callback: "apply_all" | Handler: Bulk Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:45:32.297Z] User: 111 | Chat: 999001 | Callback: "reject_all" | Handler: Bulk Approval Handler | Duration: 15ms | Success: true | Reason: N/A
[2026-08-13T09:47:40.427Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 8ms | Success: true | Reason: N/A
[2026-08-13T09:47:40.467Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:47:40.501Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:47:40.529Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:47:40.556Z] User: 111 | Chat: 999001 | Callback: "app_nonexistent999" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:47:40.581Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:47:40.604Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 5ms | Success: true | Reason: N/A
[2026-08-13T09:47:40.639Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:47:41.145Z] User: 111 | Chat: 999001 | Callback: "follow_wait_771e1e6422" | Handler: Follow-up Scheduler | Duration: 470ms | Success: true | Reason: N/A
[2026-08-13T09:47:41.171Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:47:41.187Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 14ms | Success: true | Reason: N/A
[2026-08-13T09:47:41.189Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 1ms | Success: true | Reason: N/A
[2026-08-13T09:47:41.204Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 15ms | Success: true | Reason: N/A
[2026-08-13T09:47:41.207Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:47:41.209Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:47:41.248Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 5ms | Success: true | Reason: N/A
[2026-08-13T09:47:41.295Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 6ms | Success: true | Reason: N/A
[2026-08-13T09:47:41.315Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 20ms | Success: true | Reason: N/A
[2026-08-13T09:47:41.320Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 5ms | Success: true | Reason: N/A
[2026-08-13T09:47:41.450Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 6ms | Success: true | Reason: N/A
[2026-08-13T09:47:41.467Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:47:41.513Z] User: 111 | Chat: 999001 | Callback: "apply_all" | Handler: Bulk Approval Handler | Duration: 5ms | Success: true | Reason: N/A
[2026-08-13T09:47:41.547Z] User: 111 | Chat: 999001 | Callback: "reject_all" | Handler: Bulk Approval Handler | Duration: 18ms | Success: true | Reason: N/A
[2026-08-13T09:49:53.856Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 9ms | Success: true | Reason: N/A
[2026-08-13T09:49:53.889Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:49:53.920Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:49:53.941Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:49:53.962Z] User: 111 | Chat: 999001 | Callback: "app_nonexistent999" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:49:53.985Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:49:54.009Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:49:54.048Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:49:54.591Z] User: 111 | Chat: 999001 | Callback: "follow_wait_771e1e6422" | Handler: Follow-up Scheduler | Duration: 500ms | Success: true | Reason: N/A
[2026-08-13T09:49:54.610Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:49:54.623Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 13ms | Success: true | Reason: N/A
[2026-08-13T09:49:54.626Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:49:54.633Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 7ms | Success: true | Reason: N/A
[2026-08-13T09:49:54.636Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:49:54.638Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:49:54.665Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:49:54.697Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:49:54.708Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 10ms | Success: true | Reason: N/A
[2026-08-13T09:49:54.710Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:49:54.773Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:49:54.789Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:49:54.816Z] User: 111 | Chat: 999001 | Callback: "apply_all" | Handler: Bulk Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:49:54.842Z] User: 111 | Chat: 999001 | Callback: "reject_all" | Handler: Bulk Approval Handler | Duration: 14ms | Success: true | Reason: N/A
[2026-08-13T09:51:45.281Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 5ms | Success: true | Reason: N/A
[2026-08-13T09:51:45.319Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:51:45.356Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:51:45.379Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:51:45.405Z] User: 111 | Chat: 999001 | Callback: "app_nonexistent999" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:51:45.426Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:51:45.454Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:51:45.490Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:51:45.910Z] User: 111 | Chat: 999001 | Callback: "follow_wait_771e1e6422" | Handler: Follow-up Scheduler | Duration: 389ms | Success: true | Reason: N/A
[2026-08-13T09:51:45.932Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:51:45.947Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 14ms | Success: true | Reason: N/A
[2026-08-13T09:51:45.949Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 1ms | Success: true | Reason: N/A
[2026-08-13T09:51:45.964Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 14ms | Success: true | Reason: N/A
[2026-08-13T09:51:45.969Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 3ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:51:45.972Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:51:46.009Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 5ms | Success: true | Reason: N/A
[2026-08-13T09:51:46.045Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:51:46.058Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 13ms | Success: true | Reason: N/A
[2026-08-13T09:51:46.061Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:51:46.137Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:51:46.153Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:51:46.190Z] User: 111 | Chat: 999001 | Callback: "apply_all" | Handler: Bulk Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:51:46.217Z] User: 111 | Chat: 999001 | Callback: "reject_all" | Handler: Bulk Approval Handler | Duration: 12ms | Success: true | Reason: N/A
[2026-08-13T09:53:45.596Z] User: 642578356 | Chat: 642578356 | Callback: "digest_refresh" | Handler: Unknown Callback Router | Duration: 2548ms | Success: false | Reason: UNKNOWN_CALLBACK_PREFIX
[2026-08-13T09:53:45.979Z] User: 642578356 | Chat: 642578356 | Callback: "digest_funnel" | Handler: Unknown Callback Router | Duration: 747ms | Success: false | Reason: UNKNOWN_CALLBACK_PREFIX
[2026-08-13T09:54:02.553Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 7ms | Success: true | Reason: N/A
[2026-08-13T09:54:02.589Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:54:02.620Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:54:02.639Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:54:02.659Z] User: 111 | Chat: 999001 | Callback: "app_nonexistent999" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:54:02.681Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:54:02.704Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:54:02.737Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:54:03.458Z] User: 111 | Chat: 999001 | Callback: "follow_wait_771e1e6422" | Handler: Follow-up Scheduler | Duration: 690ms | Success: true | Reason: N/A
[2026-08-13T09:54:03.487Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:54:03.509Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 22ms | Success: true | Reason: N/A
[2026-08-13T09:54:03.512Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:54:03.521Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 7ms | Success: true | Reason: N/A
[2026-08-13T09:54:03.523Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:54:03.526Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:54:03.560Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:54:03.600Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:54:03.615Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 15ms | Success: true | Reason: N/A
[2026-08-13T09:54:03.618Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:54:03.711Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:54:03.728Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:54:03.756Z] User: 111 | Chat: 999001 | Callback: "apply_all" | Handler: Bulk Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:54:03.785Z] User: 111 | Chat: 999001 | Callback: "reject_all" | Handler: Bulk Approval Handler | Duration: 17ms | Success: true | Reason: N/A
[2026-08-13T09:57:34.897Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 6ms | Success: true | Reason: N/A
[2026-08-13T09:57:34.928Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 1ms | Success: true | Reason: N/A
[2026-08-13T09:57:34.955Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:57:34.971Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:57:34.996Z] User: 111 | Chat: 999001 | Callback: "app_nonexistent999" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:57:35.022Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:57:35.047Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 5ms | Success: true | Reason: N/A
[2026-08-13T09:57:35.109Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 23ms | Success: true | Reason: N/A
[2026-08-13T09:57:35.595Z] User: 111 | Chat: 999001 | Callback: "follow_wait_771e1e6422" | Handler: Follow-up Scheduler | Duration: 441ms | Success: true | Reason: N/A
[2026-08-13T09:57:35.619Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:57:35.635Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 14ms | Success: true | Reason: N/A
[2026-08-13T09:57:35.637Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:57:35.646Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 8ms | Success: true | Reason: N/A
[2026-08-13T09:57:35.649Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:57:35.651Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 2ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:57:35.693Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 9ms | Success: true | Reason: N/A
[2026-08-13T09:57:35.744Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 6ms | Success: true | Reason: N/A
[2026-08-13T09:57:35.763Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 19ms | Success: true | Reason: N/A
[2026-08-13T09:57:35.767Z] User: 111 | Chat: 999001 | Callback: "rej_761bdff240" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:57:35.862Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 4ms | Success: true | Reason: N/A
[2026-08-13T09:57:35.882Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:57:35.919Z] User: 111 | Chat: 999001 | Callback: "apply_all" | Handler: Bulk Approval Handler | Duration: 2ms | Success: true | Reason: N/A
[2026-08-13T09:57:35.943Z] User: 111 | Chat: 999001 | Callback: "reject_all" | Handler: Bulk Approval Handler | Duration: 12ms | Success: true | Reason: N/A
[2026-08-13T09:59:28.644Z] User: 111 | Chat: 999001 | Callback: "app_771e1e6422" | Handler: Job Approval Handler | Duration: 10ms | Success: true | Reason: N/A
[2026-08-13T09:59:28.687Z] User: 111 | Chat: 999001 | Callback: "rej_771e1e6422" | Handler: Job Approval Handler | Duration: 3ms | Success: true | Reason: N/A
[2026-08-13T09:59:28.724Z] User: 111 | Chat: 999001 | Callback: "app_0000000000" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:59:28.742Z] User: 111 | Chat: 999001 | Callback: "rej_0000000000" | Handler: Job Approval Handler | Duration: 3ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:59:28.763Z] User: 111 | Chat: 999001 | Callback: "app_nonexistent999" | Handler: Job Approval Handler | Duration: 1ms | Success: false | Reason: UNRESOLVED_APPLICATION
[2026-08-13T09:59:28.780Z] User: 111 | Chat: 999001 | Callback: "app_761bdff240" | Handler: Job Approval Handler | Duration: 1ms | Success: true | Reason: N/A
